price,address,bds,ba,sqft,image
"$510,000","11537 146th St, Jamaica, NY 11436",3,2,"1,224","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$590,000","13741 232nd St, Laurelton, NY 11413",3,2,--,N/A
"$750,000","2959 Schley Ave #1, Bronx, NY 10465",3,3,"3,500",N/A
"$569,000","485 Elverton Ave, Staten Island, NY 10308",3,3,"1,540","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$715,000","365 Bridge St #2LW, Brooklyn, NY 11201",1,1,732,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$699,000","893 Travis Ave, Staten Island, NY 10314",4,4,"1,428","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$875,000","1056 E 226th St, Bronx, NY 10466",8,3,"2,288","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,050,000","2459 86th St, Flushing, NY 11369",3,3,"2,087","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$479,000","1152 Jackson Ave, Bronx, NY 10456",3,3,"1,200",N/A
"$1,490,000","4311 10th Ave, Brooklyn, NY 11219",3,3,"2,700","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$3,200,000","71 Quincy St, Brooklyn, NY 11238",Studio,--,"7,100","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,600,000","1315-1317 37th St, Brooklyn, NY 11210",10,6,"3,660","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$220,000","Hempstead Ave, Staten Island, NY 10306","1,600",N/A,N/A,N/A
"$239,000","9963 66th Ave APT B10, Rego Park, NY 11374",Studio,1,520,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$2,995,000","389 Bergen St #2, Brooklyn, NY 11217",3,3,"2,028","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$315,000","3130 Brighton 6th St APT 6C, Brooklyn, NY 11235",1,1,780,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$579,999","314 Newport St, Brooklyn, NY 11212",3,2,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$999,000","257 Hosmer Ave, Bronx, NY 10465",5,4,"3,600","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$2,149,000","2281 84th St, Brooklyn, NY 11214",6,3,"3,847","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$2,150,000","152 Meserole Ave, Brooklyn, NY 11222",--,--,"3,126","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$349,250","4136 51st St APT A5, Flushing, NY 11377",1,1,850,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$299,999","14325 84th Dr APT 2A, Briarwood, NY 11435",1,1,800,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$798,888","81-60 261st St, Glen Oaks, NY 11004",3,3,"1,481","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,251,000","3411 Church Ave, Brooklyn, NY 11203",8,3,"3,600","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$4,895,000","170 E 87th St APT E8B, New York, NY 10128",4,4,"2,610","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$699,999","12354 146th St, Jamaica, NY 11436",4,3,"1,264","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$830,000","8627 123rd Street # FL 1, Richmond Hill, NY 11418",2,4,"1,200",N/A
"$1,875,000","819 5th Ave, Brooklyn, NY 11232",8,4,"2,320","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,550,000","3308-3310 White Plains Rd, Bronx, NY 10467",14,6,"7,920",N/A
"$625,000","9 Mapleton Ave, Staten Island, NY 10306",3,3,"1,800","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$437,000","571 Academy St APT 4E, New York, NY 10034",1,1,700,https://photos.zillowstatic.com/fp/6c9bc93e215f13ffacc576576d5d6a98-p_e.jpg
"$1,725,000","2345 E 1st St, Brooklyn, NY 11223",7,5,"2,900",https://photos.zillowstatic.com/fp/476e5f169253b73f4150a4377dae6368-p_e.jpg
"$1,395,000","110 Livingston St APT 14R, Brooklyn, NY 11201",2,2,"1,076",https://photos.zillowstatic.com/fp/d3bebc44bfbc1fd1c32ff51ff94a1571-p_e.jpg
"$960,000","4130 Bruner Ave, Bronx, NY 10466",8,3,"3,100",https://photos.zillowstatic.com/fp/c77de195d08099b164d4a98a835a1bfc-p_e.jpg
"$924,000","16 W 16th St APT 7AS, New York, NY 10011",1,1,750,https://photos.zillowstatic.com/p_e/ISv82okigxn6pq1000000000.jpg
"$2,800,000","1679 42nd St, Brooklyn, NY 11204",7,4,"1,954",https://photos.zillowstatic.com/fp/b3305a165f4afbd0803bf2889d2ff537-p_e.jpg
"$659,999","923 E 45th St, Brooklyn, NY 11203",3,2,--,https://photos.zillowstatic.com/p_e/ISr9ctero4iay81000000000.jpg
"$839,999","603 E 81st St, Brooklyn, NY 11236",6,3,"2,450",https://photos.zillowstatic.com/p_e/ISr5dnnd96a6oh0000000000.jpg
"$1,625,000","96 Rockwell Pl APT 7C, Brooklyn, NY 11217",2,2,"1,166",https://photos.zillowstatic.com/p_e/ISvchmkm560r7j1000000000.jpg
"$379,995","37-27 86 #2E, Jackson Heights, NY 11372",1,1,771,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$619,000","17939 Anderson Rd, Jamaica, NY 11434",3,2,"1,600","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$530,000","1475 Saint Marks Ave, Brooklyn, NY 11233","2,038",N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$3,799,000","129 Lafayette St APT 4C, New York, NY 10013",3,2,"2,017","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$599,000","140 E 56th St APT 9, New York, NY 10022",Studio,1,515,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$3,250,000","1663 E New York Ave, Brooklyn, NY 11212",0.78,N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$369,000","9707 63rd Rd APT 1L, Rego Park, NY 11374",1,1,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$925,000","145 E 48th St APT 34D, New York, NY 10017",1,2,739,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$579,999","928 Mother Gaston Blvd, Brooklyn, NY 11212",3,2,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$435,000","140-08 28th Rd #3B, Flushing, NY 11354",3,1,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$3,289,000","1161-1167 Rogers Ave, Brooklyn, NY 11226",Studio,--,"5,926","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$425,188","8867 Bay 16th St #2C, Brooklyn, NY 11214",1,1,800,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$625,000","15 Adler Pl, Brooklyn, NY 11208",4,1,"1,478",N/A
"$1,100,000","415 E 52nd St, New York, NY 10022",2,2,"1,250","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$699,000","945 E 221st St, Bronx, NY 10469",5,4,"1,322","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$2,000,000","744 55th St, Brooklyn, NY 11220",5,3,"2,200",N/A
"$699,000","10746 111th St, Jamaica, NY 11419",3,1,"1,314","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$849,000","205 Steinway Ave, Staten Island, NY 10314",4,2,"1,774","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,699,000","20 Pine St APT 1413, New York, NY 10005",2,2,"1,585","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$229,000","331 Beach 46 St, Far Rockaway, NY 11691","3,804",N/A,N/A,N/A
"$199,000","5600 Netherland Ave #6E, Bronx, NY 10471",1,1,700,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$600,000","826 Castleton Ave, Staten Island, NY 10310","3,885",N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$574,000","1580 E 13th St APT 4C, Brooklyn, NY 11230",3,2,"1,100","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$272,000","2912 Brighton 12th St APT 4E, Brooklyn, NY 11235",1,1,700,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$949,000","225 W 70th St APT B, New York, NY 10023",1,2,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$510,000","160 W End Ave APT 5M, New York, NY 10023",Studio,1,550,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$499,000","1993 Cornell Ave, Bronx, NY 10473","5,000",N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,400,000","75 Autumn Ave, Brooklyn, NY 11208",7,4,"2,588",N/A
"$750,000","Seeley Ln, Staten Island, NY 10308",0.33,N/A,N/A,N/A
"$949,000","4403 Avenue D, Brooklyn, NY 11203",3,3,"1,800","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$350,000","65-60 Wetherole St APT 6A, Rego Park, NY 11374",1,1,850,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,015,000","110 Livingston St APT 10I, Brooklyn, NY 11201",1,1,828,https://photos.zillowstatic.com/fp/809680b157038c4a7f597749840e11c0-p_e.jpg
"$589,000","2515 Edgemere Ave, Far Rockaway, NY 11691",3,3,"2,100",https://photos.zillowstatic.com/fp/5083d6680cc414fb85805eb8dc663f54-p_e.jpg
"$949,000","225 W 70th St UNIT 2, Manhattan, NY 10023",1,2,--,https://photos.zillowstatic.com/p_e/ISrlp7c9nzmzxy0000000000.jpg
"$1,688,000","780 W End Ave PENTHOUSE B, New York, NY 10025",2,2,642,https://photos.zillowstatic.com/fp/085cce1753ae3a44562344766f3ebf8e-p_e.jpg
"$715,000","225 E 57th St APT 9C, New York, NY 10022",1,1,950,https://photos.zillowstatic.com/p_e/ISzf201k4zu3rs1000000000.jpg
"$618,900","11113 115th St, Jamaica, NY 11420",3,2,"1,344",https://photos.zillowstatic.com/p_e/IS7qj6sada9goo0000000000.jpg
"$859,999","1148 Remsen Ave, Brooklyn, NY 11236",2,3,"2,397",https://photos.zillowstatic.com/p_e/IS337afnl1tteo1000000000.jpg
"$699,000","4459 Park Ave, Bronx, NY 10457",5,2,"2,000",https://photos.zillowstatic.com/fp/19e4f709c152f6a9d47a792423cd3488-p_e.jpg
"$829,999","640 Van Siclen Ave, Brooklyn, NY 11207",5,3,"1,876",https://photos.zillowstatic.com/p_e/IS3fobptavyuw40000000000.jpg
"$1,650,000","309-321 E 49th St APT 4B, New York, NY 10017",2,2,"1,243","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$729,000","201 E 36th St APT 18A, New York, NY 10016",1,1,873,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$749,000","350 W 42nd St APT 15I, New York, NY 10036",--,1,520,N/A
"$565,000","552 Arden Ave, Staten Island, NY 10312","5,998",N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$333,000","3716 83rd St APT 4B, Flushing, NY 11372",1,1,750,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$695,000","13412 Linden Blvd, S Ozone Park, NY 11420",Studio,2,"2,000","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$425,000","2626 Homecrest Ave APT 7G, Brooklyn, NY 11235",1,1,850,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$379,000","6910 Yellowstone Blvd #404, Forest Hills, NY 11375",1,1,900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$228,888","10232 65th Ave #A35, Forest Hills, NY 11375",Studio,1,500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$500,000","537 W 133rd St APT 31, New York, NY 10027",Studio,--,650,N/A
"$1,800,000","3038 Brighton 8th St, Brooklyn, NY 11235","5,000",N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$999,999","112-52 Guy R Brewer Boulevard, Queens, NY 11433","2,400",N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$415,000","21-57 78th St #1, East Elmhurst, NY 11370",1,1,634,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$629,999","17630 129th Ave, Jamaica, NY 11434",3,2,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,288,000","1125 Elm Ave, Brooklyn, NY 11230",3,3,"2,010","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,795,000","330 E 38th St APT 20D, New York, NY 10016",2,2,"1,372","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$600,000","400 E 17th St APT 705, Brooklyn, NY 11226",2,1,"72,534",N/A
"$315,000","5355 Henry Hudson Pkwy W APT 12C, Bronx, NY 10471",1,1,750,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$788,000","15127 136th Ave, Jamaica, NY 11434",2,2,870,N/A
"$985,000","2658 E 7th St, Brooklyn, NY 11235",4,2,"2,068","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$709,000","63 Rhine Ave, Staten Island, NY 10304",3,2,891,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$975,000","425 E 79th St APT 10K, New York, NY 10075",2,1,"1,000","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,899,999","529 Mcdonald Ave, Brooklyn, NY 11218",12,7,"4,929","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$399,000","50 Brighton 1 Rd #M, Brooklyn, NY 11235",1,1,880,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$632,500","2 Tudor City Pl APT 2FN, New York, NY 10017",1,1,710,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$309,000","9740 62nd Dr APT 7G, Rego Park, NY 11374",1,1,800,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,300,000","16 Brighton 10th Path, Brooklyn, NY 11235",7,3,"2,400","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,188,888","203 W 122nd St APT 4, New York, NY 10027",2,2,"1,049","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$659,999","18620 118th Rd, Saint Albans, NY 11412",4,2,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$705,000","3620 Bronx Blvd, Bronx, NY 10467",5,3,"1,958","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$489,999","3203 Nostrand Ave APT 6B, Brooklyn, NY 11229",2,2,968,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$429,000","14341 84th Dr APT 4E, Briarwood, NY 11435",1,1,728,https://photos.zillowstatic.com/fp/5a40aad466d393e15a16500c7dee7cc4-p_e.jpg
"$965,000","90 Wheeler Ave, Staten Island, NY 10314",3,1,"1,800",https://photos.zillowstatic.com/p_e/ISb95j03j1mutr1000000000.jpg
"$980,000","100 Jay St APT 10E, Brooklyn, NY 11201",1,1,800,https://photos.zillowstatic.com/fp/f0253c54371af7ba718e3e4ee7ee9904-p_e.jpg
"$779,999","510 E 53rd St, Brooklyn, NY 11203",4,2,--,https://photos.zillowstatic.com/p_e/IS3n2sd9p61u6j0000000000.jpg
"$2,100,000","482 Mcdonald Ave, Brooklyn, NY 11218",8,4,"3,300",https://photos.zillowstatic.com/fp/0ed3d3641a1c4bc4fdfa21a57118e485-p_e.jpg
"$458,000","6448 Booth St, Flushing, NY 11374",1,1,575,https://photos.zillowstatic.com/fp/3f2dc674ffdcdfadf2d27bcc315a6e16-p_e.jpg
"$3,949,000","292 Wilson Ave, Brooklyn, NY 11237",25,8,"5,150",https://photos.zillowstatic.com/fp/8e4103213b0434fc69152695592dd88d-p_e.jpg
"$750,000","14977 Huxley St FLOOR 2, Rosedale, NY 11422",3,2,--,https://photos.zillowstatic.com/p_e/ISzfaqaj9fh3o71000000000.jpg
"$799,000","2701 Cropsey Ave APT 2C, Brooklyn, NY 11214",3,2,"1,379",https://photos.zillowstatic.com/fp/9dd818e0e99f3d1f02feb082cf952ecc-p_e.jpg
"$875,000","6550 Wetherole St APT 1M, Flushing, NY 11374",2,1,"1,245","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$739,000","3626 Bronx Blvd, Bronx, NY 10467",3,1,"1,674","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$569,000","2210 80th St APT 3F, East Elmhurst, NY 11370",2,1,876,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
