price,address,bds,ba,sqft,image
"$289,900","268 Bay 17th St APT A1, Brooklyn, NY 11214",1,1,700,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,450,000","2682 E 64th St, Brooklyn, NY 11234",4,3,"2,576","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$539,000","4425 Edson Ave, Bronx, NY 10466",3,3,"1,152","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$855,000","1582 Pacific St, Brooklyn, NY 11213",3,3,"2,250",N/A
"$729,000","2394 Mott Ave, Far Rockaway, NY 11691",6,2,"2,064","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$259,900","1345 E 4th St APT 1B, Brooklyn, NY 11230",1,1,800,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$735,000","9003 Albert Rd, Jamaica, NY 11417",4,3,"1,960","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$915,000","328 74th St APT 3, Brooklyn, NY 11209",2,2,"1,161","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$769,000","54 Gold Ave, Staten Island, NY 10312",4,4,"1,880","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$185,000","113-15 34th Ave APT 4B, Corona, NY 11368",2,1,850,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,150,000","1018 41st St APT 4B, Brooklyn, NY 11219",5,3,"2,400",N/A
"$750,000","329 E 28th St, Brooklyn, NY 11226",3,2,"1,378","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$806,000","345 E 93rd St APT 22E, New York, NY 10128",1,1,650,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$855,000","79-13 Rockaway Blvd, Woodhaven, NY 11421",3,3,"1,700","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$899,999","1318 Putnam Ave #1, Brooklyn, NY 11221",4,3,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$720,000","3108 Sands Pl, Bronx, NY 10461",4,2,"1,900","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$824,000","9114 Holland Ave, Rockaway Beach, NY 11693",3,2,"1,550","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$615,000","3254 Layton Ave, Bronx, NY 10465",3,2,"1,678","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$819,900","7847 79th Pl, Glendale, NY 11385",3,2,"1,680","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$650,999","174 Kennington St, Staten Island, NY 10308",4,2,"1,680",N/A
"$475,000","72 Cassidy Pl, Staten Island, NY 10301",4,2,"1,920",N/A
"$387,500","2004 Arthur Kill Rd, Staten Island, NY 10312",2,2,"1,008","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$629,000","1126 Arthur Kill Rd, Staten Island, NY 10312",5,3,"2,016","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$308,888","224-42 Horace Harding Expwy UNIT 626, Bayside, NY 11364",2,1,700,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$719,000","1069 Armstrong Ave, Staten Island, NY 10308",6,3,"1,736","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$749,998","2408 Ocean Ave APT 5, Brooklyn, NY 11229",3,3,"1,416",https://photos.zillowstatic.com/fp/43b725854c3d80c61d9d326a8484752e-p_e.jpg
"$879,999","2449 Brigham St, Brooklyn, NY 11235",4,2,"2,056",https://photos.zillowstatic.com/p_e/IS3r9kvc6qamf90000000000.jpg
"$1,388,000","377 Rector Pl APT 20B, New York, NY 10280",2,1,821,https://photos.zillowstatic.com/fp/b95c55bde46ae32fe73d2f1cf7541efd-p_e.jpg
"$849,000","215 E 80th St APT 9, New York, NY 10075",1,1,648,https://photos.zillowstatic.com/p_e/IS3rxa05wep2pw1000000000.jpg
"$1,048,000","1407 Overing St, Bronx, NY 10461",8,6,"3,051",https://photos.zillowstatic.com/p_e/ISnmzkc0o82acy0000000000.jpg
"$1,350,000","1115 129th St, Flushing, NY 11356",8,3,"3,300",https://photos.zillowstatic.com/fp/12d54e5af60525419f0681246fd9dd2f-p_e.jpg
"$1,025,000","540 W 28th St APT 2C, New York, NY 10001",1,1,765,https://photos.zillowstatic.com/p_e/ISbp1japyus25k1000000000.jpg
"$650,000","454 Drumgoole Rd W, Staten Island, NY 10312",4,2,"2,000",https://photos.zillowstatic.com/fp/98ec29364555201e26c116e13deac9f5-p_e.jpg
"$295,000","2435 Haring St APT 3D, Brooklyn, NY 11235",2,1,950,https://photos.zillowstatic.com/p_e/ISrhq9jbdlqnf80000000000.jpg
"$4,495,000","114 1st Pl, Brooklyn, NY 11231",10,4,"5,340","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,850,000","14722 Ash Ave, Flushing, NY 11355",6,3,"2,731","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,900,000","8440 60th Rd, Flushing, NY 11379",8,6,"3,210",N/A
"$899,000","230 Jay St APT 10C, Brooklyn, NY 11201",2,2,"1,043","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$5,950,000","140 Charles St PENTHOUSE C, New York, NY 10014",2,2,"2,651","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$825,000","1976 E 16th St, Brooklyn, NY 11229",3,2,"1,536","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,499,999","2351 Adam Clayton Powell Jr Blvd PENTHOUSE 6, New York, NY 10030",3,2,"1,393","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$440,000","166 W 22nd St APT 6D, New York, NY 10011",Studio,1,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$399,999","6127 224th St, Bayside, NY 11364",3,1,900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$385,000","226-56 Kingsbury Ave UNIT A, Bayside, NY 11364",2,1,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$779,000","3138 Avenue W, Brooklyn, NY 11229",3,2,"1,200","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$552,000","360 Crescent St, Brooklyn, NY 11208","4,000",N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,100,000","1416 Willoughby Ave, Brooklyn, NY 11237",3,4,"1,224","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,100,000","5917 Parsons Blvd, Flushing, NY 11365",4,3,"1,428","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$559,000","1039 E 219th St, Bronx, NY 10469",3,2,"3,100","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$385,000","226-56 Kingsbury Ave UNIT A, Oakland Gardens, NY 11364",2,1,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,450,000","40 Dintree Ln, Staten Island, NY 10307",5,4,"5,400","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,200,000","119 Saint Pauls Ave, Staten Island, NY 10301",8,4,"3,536","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,200,000","1083 Victory Blvd, Staten Island, NY 10301",2,2,"1,005","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$549,000","3409 Edson Ave, Bronx, NY 10469","9,900",N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$238,000","99-45 67th Rd APT 620, Forest Hills, NY 11375",Studio,1,550,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$859,000","16401 Grand Central Pkwy, Jamaica Estates, NY 11432",4,3,"1,550","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$750,000","300 Rector Pl APT 8H, New York, NY 10280",1,1,625,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$895,000","138 Woolley Ave, Staten Island, NY 10314",3,1,"3,870","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$335,000","555 Kappock St APT 9H, Bronx, NY 10463",2,2,"1,200","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$399,000","580 Van Siclen Ave #2, Brooklyn, NY 11207",3,1,805,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$2,200,000","291 Gates Ave, Brooklyn, NY 11216",4,4,"2,880","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$639,000","95-13 84th St, Ozone Park, NY 11416",3,2,"1,520","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,690,000","145-03 22nd Ave, Whitestone, NY 11357",3,2,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$745,000","2523 120th St, Flushing, NY 11354",3,2,"1,268",N/A
"$429,000","84 Vogel Loop, Staten Island, NY 10314",2,2,"1,515","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$425,000","13240 Sanford Ave, Flushing, NY 11355",1,1,480,https://photos.zillowstatic.com/p_e/ISnmz0xe1yhwng0000000000.jpg
"$859,000","298 W 234th St, Bronx, NY 10463",3,2,"1,650",https://photos.zillowstatic.com/fp/9af1845e2f3f91e6714f43baf7005da4-p_e.jpg
"$899,000","196 Eldert Ln FLOOR 2, Brooklyn, NY 11208",6,2,"2,570",https://photos.zillowstatic.com/p_e/IS76w2mqzr5u9j0000000000.jpg
"$1,500,000","8821 190th St, Jamaica, NY 11423",6,3,"2,690",N/A
"$279,000","67-27 152nd St #208B, Flushing, NY 11367",1,1,750,https://photos.zillowstatic.com/p_e/ISv8ud3867yjwh1000000000.jpg
"$738,999","1833 79th St, Brooklyn, NY 11214",3,2,"1,150",https://photos.zillowstatic.com/fp/5c573b7f5ad9b463664e42803bc3f001-p_e.jpg
"$975,000","2251 Cornaga Ave, Queens, NY 11691",11,5,"2,340",https://photos.zillowstatic.com/fp/f4a9d8c45ce66bbaae34f8e543f43078-p_e.jpg
"$295,000","14461 Village Rd APT 28D, Jamaica, NY 11435",2,1,"1,200",https://photos.zillowstatic.com/fp/fbe45dd271268fe438f6ebfd04ac0aa7-p_e.jpg
"$1,975,000","304 18th St, Brooklyn, NY 11215",3,3,"2,200",https://photos.zillowstatic.com/fp/648eb19d1fc09d56c71c1fa0e7fac856-p_e.jpg
"$487,000","74-02 43rd Ave #1C, Elmhurst, NY 11373",2,2,"1,000","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$850,000","10909 15th Ave #S307, College Point, NY 11356",2,2,"1,038","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,480,500","2202 Avenue T, Brooklyn, NY 11229",3,3,"2,400","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$220,000","57-60 246th Cres #E2, Little Neck, NY 11362",1,1,625,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,200,000","1837 Burnett St, Brooklyn, NY 11229",4,4,"2,550","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$799,000","1337 Saint Marks Ave, Brooklyn, NY 11233",3,2,"1,396","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$775,000","415 Cromwell Ave, Staten Island, NY 10305",4,4,"1,472","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$2,200,000","48 Clove Rd, Brooklyn, NY 11225",9,6,"4,000","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$998,000","7422 65th St, Glendale, NY 11385",6,3,"2,600","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$879,000","82-65 165th Sthillcrest, Hillcrest, NY 11432",3,3,"2,100","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$477,500","240 E 46th St #8Z, New York, NY 10017",Studio,1,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$638,000","161 Presentation Cir, Staten Island, NY 10312",3,2.25,"1,991","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,499,000","546 E 3rd St, Brooklyn, NY 11218",6,3,"2,600","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$890,000","1840 Haring St, Brooklyn, NY 11229",3,3,"1,890","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$699,000","9513 123rd St, Jamaica, NY 11419",3,3,"1,632","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,549,000","130 Barrow St APT 304, New York, NY 10014",2,1,885,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,250,000","176 Broadway APT 3C, New York, NY 10038",Studio,2,"1,600","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$299,000","1594 Metropolitan Ave APT 4E, Bronx, NY 10462",3,1,979,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$495,000","11429 204th St, Jamaica, NY 11412",3,2,"1,652","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,895,000","535 Dean St APT 902, Brooklyn, NY 11217",3,2,"1,462","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,288,888","9-04 127th St, College Pt, NY 11356",2,2,"5,000","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$899,000","372 Dekalb Ave APT 2E, Brooklyn, NY 11205",2,2,"1,126","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$789,000","28-30 Culotta Ln, Staten Island, NY 10309",4,4,"1,536","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$578,000","370 E 76th St APT B507, New York, NY 10021",1,1,550,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$474,900","6 New Ln APT 6I, Staten Island, NY 10305",2,2,"1,113","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$699,999","118-22 225th St, Queens, NY 11411",3,2,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,200,000","234 W 21st St APT 31, New York, NY 10011",2,1,755,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,075,000","276 13th St APT 3C, Brooklyn, NY 11215",2,2,960,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$828,000","1176 E 31st St, Brooklyn, NY 11210",3,2,"1,428","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,875,000","366 E 8th St APT 3, New York, NY 10009",2,2,"1,396","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$655,000","8940 90th St, Jamaica, NY 11421",3,4,"1,138","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$2,500,000","809 Ocean Pkwy, Brooklyn, NY 11230",5,2,"1,933",N/A
"$939,000","15929 92nd St, Jamaica, NY 11414",5,3,--,https://photos.zillowstatic.com/p_e/IS3fofcm325kff1000000000.jpg
"$800,000","14 Saint Marks Pl, Staten Island, NY 10301",5,4,"2,300",https://photos.zillowstatic.com/fp/68c454616c10993cfbc53d1928217301-p_e.jpg
"$1,100,000","10114 134th St, Jamaica, NY 11419",6,3,"2,600",https://photos.zillowstatic.com/fp/a39d5604be37302b1805a947bc5632f5-p_e.jpg
"$735,000","109-50 217th St #1, Queens Village, NY 11429",5,3,"2,200",N/A
"$780,000","7818 64th Ln, Glendale, NY 11385",4,2,"1,588",https://photos.zillowstatic.com/fp/efe2fef177eedf6bf17705fa0f431508-p_e.jpg
"$320,000","217-03 75th Ave #356A2, Oakland Gardens, NY 11364",2,1,720,https://photos.zillowstatic.com/fp/09ba0317ac9b18ee1f33cfaa370835ca-p_e.jpg
"$398,000","110-20 71st Avenue #502, Forest Hills, NY 11375",1,1,900,https://photos.zillowstatic.com/p_e/ISfcya9qui4bdh1000000000.jpg
"$365,000","8375 Woodhaven Blvd APT 6C, Woodhaven, NY 11421",2,1,"170,772",https://photos.zillowstatic.com/p_e/ISmyo0b9lseh951000000000.jpg
"$729,999","187 Olympia Blvd, Staten Island, NY 10305",4,2,"1,500","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$725,000","240 E 46th St APT 1D, New York, NY 10017",2,1,720,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$637,500","1537 Commonwealth Ave, Bronx, NY 10460",4,2,"1,572","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$750,000","134 W 180th St, Bronx, NY 10453",5,3,"2,998",N/A
"$1,100,000","1021 E 29th St, Brooklyn, NY 11210",5,3,"2,610","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$555,000","175 Adams St APT 11F, Brooklyn, NY 11201",1,1,675,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$528,000","3205 Linden Pl APT D1, Flushing, NY 11354",2,1,753,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$339,000","1242 Prospect Ave #3D, Bronx, NY 10459",3,2,"1,068","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$959,000","1717 Marine Pkwy, Brooklyn, NY 11234",3,3,"1,800","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$149,000","1522 New Haven Ave, Far Rockaway, NY 11691","2,097",N/A,N/A,N/A
"$1,399,000","85 Adams St APT 2D, Brooklyn, NY 11201",2,2,"1,169","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$599,000","1743 Edenwald Ave, Bronx, NY 10466",4,2,"1,700",N/A
"$5,400,000","6 W 20th St FL 5, New York, NY 10011",6,2,"5,500","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$459,000","4440 Seton Ave, Bronx, NY 10466",2,2,800,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$590,000","13741 232nd St, Laurelton, NY 11413",3,2,"1,316","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$939,000","159-29 92nd St, Howard Beach, NY 11414",5,3,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,725,000","2271 80th St, Brooklyn, NY 11214",9,5,"2,904","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,950,000","810 E 165th St, Bronx, NY 10459","1,999",N/A,N/A,N/A
"$958,888","491 Mason Ave, Staten Island, NY 10305",4,5,"2,120",N/A
"$1,199,999","21 India St #30B, Brooklyn, NY 11222",1,1,741,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,192,500","71 Grand Ave APT 1, Staten Island, NY 10301",5,4,"5,000","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$2,899,999","1637 E 7th St, Brooklyn, NY 11230",5,2,"2,684",N/A
"$329,900","32-20 91st St APT 308, East Elmhurst, NY 11369",2,1,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,625,000","15 Broad St APT 1400, New York, NY 10005",2,2,"1,576","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,050,000","1863 W 10th St, Brooklyn, NY 11223",6,3,"1,690","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$249,999","7124 252nd St #2, Bellerose, NY 11426",1,1,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,350,000","4572 Browvale Ln, Flushing, NY 11362",3,3,"2,310","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$235,000","33-47 91st St APT 2E, Jackson Heights, NY 11372",1,1,600,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$378,000","15040 71st Ave APT 2K, Flushing, NY 11367",2,1,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$750,000","1287 E 19th St #3B, Brooklyn, NY 11230",2,2,"1,063","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$650,000","105 Gain Ct, Brooklyn, NY 11229",2,2,"1,248","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$733,000","1746 Van Buren St, Bronx, NY 10460",8,3,"3,388",https://photos.zillowstatic.com/fp/10a61f2a0283d2246e52781ebdc2318e-p_e.jpg
"$545,000","14542 130th Ave, Jamaica, NY 11436",3,3,--,https://photos.zillowstatic.com/p_e/ISnmvhry0q7xgw0000000000.jpg
"$869,000","48 Russek Dr, Staten Island, NY 10312",4,2,"2,545",https://photos.zillowstatic.com/fp/1cec3bae1cd3fde84441a22835b259e2-p_e.jpg
"$1,399,000","5805 69th Ave, Flushing, NY 11385",7,3,"5,070",https://photos.zillowstatic.com/fp/d633339df294e44f0701e61815f97b43-p_e.jpg
"$359,000","1 Cass Pl, Brooklyn, NY 11235",2,1,"1,100",https://photos.zillowstatic.com/p_e/ISv4v3tk36y9rd1000000000.jpg
"$1,275,000","119 Woodbine St, Brooklyn, NY 11221",6,3,"2,532",https://photos.zillowstatic.com/fp/e2585ac811091007c4f708ce57b7fc6d-p_e.jpg
"$525,000","225 Adams St APT 4F, Brooklyn, NY 11201",1,1,640,https://photos.zillowstatic.com/fp/d7457ce80184be9fa873964bf4919225-p_e.jpg
"$610,000","10812 Inwood St, Jamaica, NY 11435",2,3,"1,297",https://photos.zillowstatic.com/fp/a4e918b83e1c20a51b40d10624683c05-p_e.jpg
"$365,000","83-05 98th St #4-D, Woodhaven, NY 11421",2,1,--,https://photos.zillowstatic.com/p_e/ISbl21y2t3r4g80000000000.jpg
